"","ADDRESS","ADDR_INDZONE","ADDR_NO_DESCRIPT","INDCAT","JOB","JOBCAT_DESCRIPT","LINK","NAME","OTHERS","PRODUCT","PROFILE"
"1266","松仁路101號8樓","","台北市信義區","金融投顧業","櫃檯接待及行政人員 Office Administrator cum Receptionist (4 months contract)","行政人員@櫃檯接待人員@行政助理","www.aberdeen-asset.com.tw","安本國際證券投資顧問股份有限公司","By submitting your resume to us, you agree that your personal and employment data (“Personal Data”) contained in the resume may be used by AISICCL, the human resources personnel of the Aberdeen Group Companies (which shall include all affiliates, subsidiaries, associates and related companies of the Aberdeen Asset Management PLC) and any agent, contractor, consultant and/or third party service provider appointed by Aberdeen Group Companies for all human resources and employment related matters within the locations of the above recipients until the last occur of (i) the aforesaid purposes ceasing to be applicable/relevant, (ii) AISICCL ceasing to be required by applicable laws, regulations or internal rules to retain such Personal Data, (iii) the Personal Data ceasing to be required by AISICCL to conduct its business, and (iv) any contractual requirement to retain such Personal Data ceasing to exist. Your Personal Data may be collected, processed, used, transmitted and disclosed by any automatic or non-automatic manners (including using electronic files and /or hard copies).



通過提交你的個人簡歷給我們，你同意你的個人簡歷中包含的個人及雇用資料（“個人資料”）得被安本投顧[，安本集團公司（包括Aberdeen Asset Management PLC的全部分公司、子公司、及關係企業）的人力資源部門職員[及安本集團公司委外的任何代理，承包商，顧問和/或提供服務的第三方服<U+52A1>機構使用，其使用限於上述個人資料接受人所在地並為全部人力資源及雇用相關問題，且於下述期限中最遲到期日之前：（i）個人資料蒐集之特定目的存續期間, (ii) 依相關法令或<U+5185>部規定之保存年限, (iii) 本集團因執行業務所必須之保存期間，(iv)依任何契約約定之保存年限。你的個人資料之蒐集、處理、利用、傳輸及披露以自動化機器或其他非自動化之利用方式（包括使用電子文件和/或紙質文件）。","安本集團長期重視台灣共同基金市場的廣大投資人，以提供優質商品與精緻在地服務服務為目標。目前經核備在台銷售的產品為涵蓋股票與債券的22檔註冊於盧森堡的安本環球系列基金。","專心致志 資產管理

來自英國的安本資產管理集團名列世界頂尖的專業資產管理公司之一，為英國富時一百指數(FTSE) 的成份股。安本專心致志於資產管理，因此安本得以心無旁鶩地專注於客戶服務與投資組合管理。安本的客戶涵括了專業投資法人及申購安本所發行共同基金的個別投資人。身為一家不附屬於任何大型金融集團的獨立資產管理集團，安本長期關注亞洲地區，自從1992年成立新加坡的區域營運中心以來，也已在台灣、香港、曼谷、吉隆坡、東京、雪梨等亞洲城市成立營業處，另外在首爾也有代表處。

 

安本投顧 深耕茁壯

安本集團於1997年起在台灣透過指定通路銷售旗下境外基金。2008年正式在台成立「安本國際證券投資顧問股份有限公司」( 簡稱「安本投顧」)，為安本資產管理集團百分之百擁有的子公司，並取得金管會核准擔任安本環球系列基金之總代理，展現安本集團在地經營的承諾，以提供台灣投資人優質產品與拓展業務為願景。此外，為了提升對中、南部通路客戶的服務品質，亦於2013年1月成立高雄分公司，提供更優質的在地服務。"
"1321","內湖路一段252號10樓","","台北市內湖區","軟體資訊服務業","Architect","軟體專案主管@專案管理主管@類目","http://www.pneumasoftware.com/","紐碼軟體有限公司","1.Bachelor’s or Master's Degree in Computer Science, Information Systems, or other related fields.
2.Minimum 5 years coding experiences based on .NET framework: C#, ASP.NET, MS SQL, JavaScript and HTML/CSS.
3.At least 7 years’ experience working through the design, development, and release cycle delivering software.
4.Expert level in data modeling, architectural design, software development life cycle, and IT planning methodologies.
5.Fluent in English including oral and written communication
6.Great communication skills, problem solver and innovative thinker","1.核心業務：
(1)雲端平台研究開發。
(2)行動商務軟體研究開發。

2.主要服務技術：NET、iOS、Android。

3.主要產品：
(1)電子商務雲端平台
(2)雲端行動商務解決方案","「紐碼軟體有限公司」專營國際資訊軟體解決方案開發，目前已有多個海外客戶之委託開發電子商務平台以及雲端服務系統，我們致力提供客戶全方位、即時與穩定的資訊系統開發服務。在自我產品上，我們積極布局雲端資訊系統與軟體研發，延攬各類平台開發人才，結合國內外雲端系統委外服務經驗，進行產品開發，走向國際化市場。

目前我們承包的成功案例有：
1.美國知名電腦廠商EQUSS(http://www.intequus.com/)的電子商務平台(http://www.serversdirect.com/)
2.廚具(櫃)經銷商使用的電子商務平台(http://www.6squarecabinets.com/)
3.一般消費者使用的廚具(櫃)線上購物電子商務平台(http://www.cliqstudios.com/)
4.現場服務人員管理之雲端平台

我們相信員工是公司的主要資產，除了盡量提供良好工作環境、也提供學習及成長的空間，歡迎優秀的朋友一起加入 「紐碼軟體有限公司」 的工作行列。"
"1800","中央路四段51號12F","","新北市土城區","醫療器材製造業","PM/PMA","產品管理師@產品行銷人員@國外業務人員","www.newdean.com.tw","大瓏企業股份有限公司","1. Technology, logical, and strategic thinking. (Capable of working with first hand data, identifying the KPIV and transferring to KPOV, to further forming batteries of action plans and managing efficiently and effectively.)
2. Marketing mindset and habit. (experience with marketing related is preferable)
3. Business and medical device industry background (experience with medical industry business handling and familiarity with the regulations).
4. Good English communication skills.
5. A BIG HEART TO CARE","1. 電燒醫療器材
2. 急救醫療耗材
3. 骨科醫療耗材
4. 微創手術醫療耗材","【實現Made in Taiwan】
大瓏成立於1987年，專業於醫療電動手術刀與電動醫療線材之製造與銷售；經過20年的努力經營，大瓏已在全球的電動醫療器材界闖出名號，為全球電燒筆刀產品(ESU-Electro Surgical Unit)最大供應商，其銷售量已達全球25%。大瓏的主要客戶涵蓋了歐美等區域，當初懷抱著要在台灣產製醫療器材精品的理想，如今隨著在行銷全球成品包裝上印上Made in Taiwan而實現。
大瓏的經營項目從簡單的產品OEM擴展到目前的ODM及自行開發自創品牌，品質上更達到世界一流大廠免檢直接入發貨倉庫的高標準要求；在品質系統認證上已通過: FDA QSR ,  DNV ISO 13485, 台灣 GMP ,  JGMP等認證，另外在產品上市審查方面已完成 : FDA 510(k), CE marking, 台灣產品查驗登記, 日本販售許可等，建立起與全球各區域產業精英的夥伴關係。

【敦厚待人的精神，全球化的經營視野】
以誠為本的企業文化是大瓏經營的首要核心價值之一，不論是對公司員工、供應廠商及客戶等，抱持待人以誠、處處同理心為對方設想，是最基本的處世精神；這樣基本的價值觀，養成大瓏人凡事均以正向思考面對問題、負起責任、解決問題的積極態度，與全球客戶建立起難能可貴的深厚互信基礎。

【與領導廠商往來，學習一流產業知識】
大瓏的客戶大部份皆是全球前10大廠商或為歐美領導廠商(如 Tyco Healthcare, J&J, Philips 等……)，各自對其產品策略及市場定位皆有明確的定義，並領先市場開發出新產品及技術；透過合作可以與客戶共同成長，更可以讓自己的組織建立起與大企業相近的文化特質及流程；整體組織運作流程的規劃及產品知識都在合作過程中學習並昇華內化為自己的知識，這也是大瓏能持續成長的關鍵因素。

【長期深耕電動醫療耗材，建立獨特競爭優勢】
大瓏一開始即進入電動醫療器材領域，並發展出各式電動醫療器材之耗材，不僅在核心產品具有規模經濟，也建立起此領域的範疇經濟。如今大瓏不僅專精於電燒刀筆的生產，更具備整體電動醫療相關耗材及所屬配件的生產能力；近來更致力將產品類品擴充發展至骨科及AED(自動體外心臟電擊器)耗材之相關產品，以充份發揮多年來累積之技術能力。
因多數電動醫療器材為手術房內使用之侵入人體的產品，在FDA產品的分級屬高階，因此驗證的法規要求相當繁複嚴格，故此領域的專業知識建立不易，但大瓏已長期深耕經營，所以累積的知識與能力已成為獨特的競爭優勢。

【重要記事】
1985-1989
1985年New Deantronics Ltd. 成立於美國加州舊金山
兩年後設廠於台灣台北,並啟動第一願景”深耕醫療器材業於台灣”

1990-1995
擴大及自有廠房於台北新店
產品製造由單一半成品至多樣化半成品
“根留台灣”啟動半自動化,致力於完成品之研發製造
1990年初期率先實施週休二日
1994年榮獲Pfizer體系Valleylab公司(全美第一大電動醫療器材供應商)評選為品質最佳供應商,獲得進貨免驗入庫直接販售之殊榮
1995年申請通過美國FDA註冊

1996-2000
通過美國FDA註冊及國際ISO9002/46002/46001/9001/13485認證
取得台灣製造業藥商許可執照
1996年與Valleylab共同開發Reliant產品並取得美國專利,而其他產品亦陸續取得美國FDA 510K上市許可註冊
手術電燒筆組裝自動化
多樣化產品,擴張到貼牌市場 - ”J&J Ethicon”

2001-2005
通過歐洲CE Mark認證及中華民國GMP認證並取得台灣販賣業藥商許可執照
成立國內第一家醫療器材廠通過TAF認證之微生物實驗室
自有品牌E Surgical開始萌芽,啟動多科別之RF系列產品

2006-2010
擴大廠房、人力編制及R&D資源外,為了吸引人才,開始參與國家獎項評比並陸續獲得小巨人獎、國家磐石獎、工業精銳獎、創新研究獎及創業楷模等獎項
同時間積極參與國家產業開發計畫,如: CITD, SBIR展開R&D實力
研發團隊取得多達18項產品專利
於2006年開始進入骨科領域,開啟RF骨科器械開發
分別與台大、成大醫院共同開發如葉克膜(ECMO)手術專用車及板機指與腕隧道症候群專用鉤刀與擴張器
2009年為擴大廠房面積及人員編制搬遷至土城工業區,使用坪數由原2,000坪擴增至5,600坪. 並於隔年在土城永寧地區設置1萬等級無塵室之塑膠射出廠
生根台灣,投入自動化生產
回饋產業,受邀於“醫療電子產業國際高峰論壇”、”認識美國醫療器材行銷通路與商機”、”醫療器材成功行銷進入美國市場”等研討會發表演講

2011-2014
生產手術電燒筆自動化設備建置
2011年董事長代表台灣出席APEC USA 2011
2012年榮獲第二十二屆國家品質獎之殊榮
2014年通過「衛生福利部國民健康署健康職場自主認證」並取得最高榮譽「健康促進標章」"
"1825","大墩十街300號8樓之2","","台中市南屯區","其它軟體及網路相關業","資深程式設計師","軟體設計工程師@Internet程式設計師@類目","http://www.chungyo.net/","凡谷興業有限公司","一、熟C++
二、有以下任一開發或移植經驗
    *ARM NEON/intel SSE&AVX
   *windows DirectShow Driver&Virtual Driver
   *X264, FFMPEG
   *iOS/Android with JNI
   *Linux PHP module
   *OpenCV/CUDA/OpenCL
   *Hadoop/Couchbase
   *LLVM
   *cryptography
三、使用語言以C、C++為主，但依任務需求，支援各平台開發，可能使用到 
    ActionScript,C#,Objective C,Java
四、有Linux Kernel/Firewall或滲透測試等資安開發維護經驗者佳
五、科系：資工、資科、數學、物理相關科系
    或兩年以上相關實務經驗(須有作品或文件供審核)","遊戲製作
專業2D及3D視覺特效團隊，打造結合中西文化的精緻線上遊戲產品，產品設計風格廣受歐美及亞洲市場歡迎。搭配特殊節日及時事熱潮定期推出新款主題遊戲產品，在多年的技術發展之下，產品線的深度、廣度皆具備一定規模的穩定成長。
站在玩家的角度發想線上遊戲產品設計，人性化操作介面搭配話題性遊戲主題兼具娛樂與功能。

技術支援
1.用戶管理系統
使用前台管理後台無縫接軌的整合管理系統，操作簡單只要Single click即可匯出指定報表及會員資訊。讓複雜的管理化繁為簡，降低人事及時間成本，提升管理效率。

2.跨系統平台支援
因應行動裝置的普及化，跨系統平台支援成為整合系統及線上遊戲產品設計的主要考量。從2009年開始，中佑集團的技術團隊領先同業研發支援iOS及Android系統的遊戲平台應用程式，成功將遊戲平台拓展至行動裝置領域。

品牌建構
先進的產品技術是建構品牌的基石，提供客製化調整線上遊戲產品以利客戶打造屬於自己的線上遊戲平台王國，強大的技術團隊是客戶品牌建立的後盾。","凡谷興業成立於2005年，為中佑集團之關係企業，憑藉專業的遊戲研發及設計團隊為後盾，致力於開發線上遊戲軟體系統。

中佑集團成立於1999年，為國內具代表地位的遊戲軟體系統開發商，14年來穩健的經營成功將產品行銷至亞洲各地，逐步建構亞洲最大網路娛樂事業體。
提供卓越的遊戲軟體方案及人性化的科技服務，開闢新的市場領土提高市佔率，創造最佳價值是中佑集團努力的目標。我們供應亞洲地區超過 300個遊戲平台(業者) ，並持續進行市場資訊的蒐集與研究，拓展業務與開發全新的服務領域，傾力於加強研究發展技術以及新產品的開發合作，追求產品多元化與專業多角化的經營，向國際企業集團邁進。因此，我們每一項產品和軟體設計理念，都要求介面簡潔與執行效率，因此能大大滿足玩家與客戶的娛樂需求，我們不斷的為目標市場創造機會和話題，也成功將分佈在東亞和東南亞地區的夥伴經營者，推入中國、日本、韓國及馬來西亞地區市場。

中佑集團一直是市場上最值得信賴的遊戲軟體系統開發商，我們的目標是保持亞洲第一的遊戲市佔率，同時與我們的商業夥伴們將多元網路娛樂的業務推廣至全 世界，創造雙贏的局面。"
"2282","忠孝西路一段66號24樓","","台北市中正區","醫藥醫材生化科技業","Medical Advisor","醫師@類目@類目","http://www.gsk.tw/","荷商葛蘭素史克藥廠股份有限公司台灣分公司","-At least 2 years clinical experience working in hospital or healthcare practice
-Understanding of infectious disease or HIV related care practice
-Good communication skill
-Ability to do impactful presentations and translate scientific data into clinical practice
-Demonstrate commercial sense
-Interest and willingness to work with other functions
-Good English communication verbally and wirtten","西藥處
醫師處方用藥 : 
1. 抗病毒 
2. 抗感染 
3. 中樞神經系統
4. 呼吸系統 
5. AIDS
6. 消化道系統 
7. 疫苗

消費保健事業部
1. 保健用品
2. 口腔清潔","葛蘭素史克藥廠（GlaxoSmithKline，簡稱 GSK）為全球第二大跨國藥廠，2008年全球營業額約450億美金，市佔率將近6%。葛蘭素史克藥廠的使命是致力於研發、製造和提供大眾改善健康所需藥品，協助人們做得更多、生活得更美好，而且更長壽。

葛蘭素史克擁有全球製藥業中最大的研究開發體系之一，每年的研發預算超過32億英鎊(約63億美元)。葛蘭素史克在過去50年間積極發展疫苗事業，總部設在比利時，約有1600名科學家致力於新型疫苗的研究和臨床發展，截至目前為止，已經發展出30餘種疫苗。近年，又研發出輪狀病毒疫苗、子宮頸癌疫苗、H5N1新型流感疫苗等。目前全球約有1/4的疫苗由葛蘭素史克供應。

台灣分公司在台成立已二十年餘，目前員工約三百六十名，由台北辦公室運籌帷幄全台業務。葛蘭素史克在台灣的業務領域由西藥、疫苗和消費保健三大事業所組成。在台灣2008年營業額超過新台幣55億，其中西藥品營業額約50億，市佔率達4.7 %，主要業績來自疫苗以及抗病毒、抗感染、中樞神經系統、呼吸系統、糖尿病與消化道系統等六大主要醫療領域的藥物；消費保健事業部提供多項保健品、口腔清潔及成藥產品，2008年業績排行第一名，普拿疼系列、舒酸錠、家護牙膏牙刷系列為主要產品。

葛蘭素史克積極與台灣產官學界合作,爭取大型臨床研究在台執行,以培訓本地人才,讓本地的臨床研究水準與國際接軌,同時並積極響應政府倡導重點發展科技--生技發展,期與政府透過多項合作計劃,引進更多國際先進的技術及科技,促使台灣更加迅速達到國際化與全球化。

作為生命健康產業的一環，葛蘭素史克關懷台灣社會以及民眾健康,經常與醫療專業團體合作推廣無數民眾衛教活動、捐贈國內外義診團藥品以協助貧困病患，並於南亞海嘯、921地震以及SARS等天災來襲時，捐贈物資、藥品與現金到有需要的地方，發揮人溺己溺的精神，共為美好健康台灣而努力。
Helping people do more, feel better, and live longer"
"2501","光復北路11巷35號9樓","","台北市松山區","鞋類／布類／服飾品零售業","Kering 約聘財務分析專員","財務分析／財務人員@類目@類目","www.kering.com","香港商開雲亞太股份有限公司台灣分公司","1. With 2 years work experience in accounting field, retail experience is a plus. 

2. Have 2+ year related experience in accounting supervisory or financial analysis, knowledge of consolidations, and experience with financial reporting system
 
3. Strong analytical skill with numbers and detail oriented 

4. Strong communication, coordination and interpersonal skills 

5. Ability to work under pressure and tight deadline","Kering致力於發展單一業務，在快速增長的奢侈品與運動及生活市場內，設計，製造及推銷我們的產品：
　
集團之精品品牌包含：亞歷山大．麥昆（Alexander McQueen）、古馳 (Gucci)、柏蒂．溫妮達（Bottega Veneta）、聖羅蘭(Saint Laurent)、巴黎世家 (Balenciaga)、布里奧尼 (Brioni)、Christopher．Kane、絲黛拉．麥卡尼（Stella McCartney）、塞喬羅希（Sergio Rossi）、寶詩龍（Boucheron）、芝柏 (Girard- Perregaux)、尚維沙 (JeanRichard)及Qeelin等。
　
運動及生活方式品牌包含：彪馬 (Puma)、Cobra、Electric及Tretorn等。","開雲（Kering）集團是服裝與配飾領域之世界潮流領先企業之一。我們致力於發展單一業務，在快速增長的奢侈品與運動及生活市場內，設計，製造及推銷我們的產品：
　
集團之精品品牌包含：亞歷山大．麥昆（Alexander McQueen）、古馳 (Gucci)、柏蒂．溫妮達（Bottega Veneta）、聖羅蘭(Saint Laurent)、巴黎世家 (Balenciaga)、布里奧尼 (Brioni)、Christopher．Kane、絲黛拉．麥卡尼（Stella McCartney）、塞喬羅希（Sergio Rossi）、寶詩龍（Boucheron）、芝柏 (Girard- Perregaux)、尚維沙 (JeanRichard)及Qeelin等。
　
運動及生活方式品牌包含：彪馬 (Puma)、Cobra、Electric及Tretorn等。
　
集團內所有的品牌優勢互補，擁有優質的發展與成長潛力。他們不僅廣受全球消費者認可，其獨特的品牌價值，更是深耕於全球服飾與配飾領域。
　
在開雲集團，成功並不僅彰顯於數字上，還在於我們對周圍的世界<U+7523>生的積極影響。
集團名稱Kering之詞根來自布列塔尼語“Ker”（家園）一詞，表達了我們在業務上的態度和方法。開雲集團正是以創業和創新精神庇護和培育我們品牌和團隊的家園。
集團名稱與”care”（關懷）相近，展現集團之精神，相信永續發展的企業才是睿智的企業，並在為集團創造價值的同時，也<U+7232>創造更美好的世界添磚加瓦。"
"2781","福和路389號5樓","","新北市永和區","顧問服務業","English Patent Engineers","商標／專利人員@類目@類目","http://www.naipo.com","北美智權股份有限公司","1.Native Speaker
2.Engineering degree required
Bachelor degree in Electrical Engineering (E.E.) with at least two years working experience in E.E. related fields, or master degree in E.E. field.
No legal or patent related background required (we provide all the required trainings).
Strong logic analysis capability.
Good English conversation skill.
Good English technical writing/editing skills.
Chinese reading or speaking ability is preferred.","北美智權的客戶是以設有研發部門的公司為主，在電子電路、邏輯電路、電腦系統、電腦應用系統及週邊裝置、通信系統/網路、軟/韌體技術、機械結構、圖形/影像處理、半導體材料/製程、磁膜材料/製程、IC封裝技術、化工、醫學工程、生物技術…等領域 － 高科技專利的撰寫與申請、專利性分析、專利侵害鑑定、專利迴避與破解、專利侵權及授權談判、研發工程師及專利工程師之教育訓練，以及各類的專利管理、專利行政與自動化服務。北美智權現有的客戶均為國際性電子、資訊或半導體廠商，以及世界各地的專利事務所，業務範圍涵蓋台灣、日本、美國、大陸、韓國、歐盟、東南亞等區域。","北美智權在專利界經營多年，現在已經是專利服務業中的領先廠商，現有客戶大多都是國內和國際的科技大廠。我們除了擁有一群技術能力優異而且訓練良好的專利工程服務團隊外，在專利行政服務、案流管理服務、客戶需求管理服務、教育訓練服務與專利資訊服務等領域也著墨甚深。在美國電子化專利送件服務的業務上，北美智權的案件控管系統已經和美國專利局的電子申請系統(EFS-WEB)充分結合，據美國專利局的反映，我們目前可能已經是美國專利局最大的電子送件服務廠商。

北美智權並不是一個傳統的專利事務所，相較於傳統事務所多半以人力操作為主的作業模式，多年來我們一直朝向專業分工、流程合理化與自動化、客戶關係管理、人力資源管理、知識管理等目標為員工提供一個更專業、更具有挑戰性的高效率工作環境，同時也為客戶提供更多專業而又有效率的服務產品。目前我們已經建立了一個強大而又有效率的軟體發展部門以及專業管理團隊，而我們所自行發展的專利流程控管系統也是業界最先進的，即使是美國知名的大型專利法律事務所也少有像我們這樣自行研發而功能強大的控管系統。

為了使我們的服務能夠更先進，並且能夠隨著網際網路而接觸到世界各地的專利客戶，我們希望各界優秀的人才能夠加入我們的行列。在我們的前面並沒有太多可以學習的榜樣，因此在很多領域我們都必須要靠自己努力的摸索和嚐試，才能夠達到我們的目標。專業能力、自信心與膽識，以及快速吸收和運用專業知識的能力是成功的必要保證，我們期望並且歡迎對自己有信心、對未來有期許的優秀人才來加入我們的行列，和我們一起成長與茁壯，並且分享成功的果實。"
"2838","後港街116號4樓","","台北市士林區","國際貿易/食品飲料批發/餐飲管理顧問","總經理室特助(CoCo都可)","主管特別助理@經營管理主管@類目","http://www.coco-tea.com","CoCo都可_薩摩亞商億鼎國際商貿股份有限公司台灣分公司","1.- Logical thinking and financial analysis 
- Ability to work as a team member that fosters a team approach 
2.- Ability to exercise independent judgment and make sound decisions.
- Human relations skills
- Willingness to travel for business
3.- Worked in multinational corporation
4.- English proficiency and executive assistance experience at least for 3 years. 
5.- English CV and autobiography required","專門提供「CoCo都可」總部旗下品牌各區域分公司之策略規劃與執行管理方案研擬，如：
展店營運管理運籌、
國際營業制度建立、
財務分析報表管控、
品牌行銷發展策略、
教育訓練設計辦理、
產品研發採樣實驗、
全球各類產品採購、
海外物流倉儲管理…等顧問型作業。","全球第一的CoCo都可，也讓您成為全球第一專業經理人！本公司隸屬於全球最大茶飲品牌─CoCo都可，有鑑於CoCo都可近20年的經營碁石，已佈局全球各大城市的事業版圖，從台灣、中國各級城市，擴及香港、泰國、印尼、菲律賓、馬來西亞、新加坡、南非、韓國、加拿大及美國東西岸…等，至2014年目前為止，在全球已超過1800家門市，成功穩踏於中國大陸、東北亞、東南亞、非洲、美加等區域，亦有更多拓展國際市場的計畫正快速展開。因此，近年來由總部成立的專業管理幕僚團隊，藉由有效的全球網絡及知識經驗的傳承，提供最完善之專業服務。

CoCo都可全球總部以「CoCo都可」品牌發展之知識與實務經驗為根基，對內統籌管理旗下品牌之展店營運、制度建立、品牌策略、教育訓練…等顧問管理作業；對外則擔任各海外事業體之管理平台，連線掌管全球事業體營運狀況、採購物流…等。目前已集合由各產業加入之專業優秀管理團隊，其中不乏來自知名外商企業、民生消費產業及具有國際觀及歐美名校研究所學位的專業管理人才。隨著公司版圖不斷開拓，我們正需要大量優秀人才加入總公司及派駐各海外分公司中高階主管行列。

優秀的企業員工將是贏得未來這場戰役的關鍵，秉持積極培育人才的精神，本公司以優厚超過百萬年薪的待遇、完善福利制度、派駐海外各大城市機會和充滿願景的未來，吸引想在事業上創造高峰的您。此外，我們替所有優秀員工安排不同職能職位的完善培訓計畫，除了能在全球一展長才更可不斷提升自我視野與能力！歡迎與我們一起引領潮流，為CoCo都可集團的成長打下卓越鞏固的基礎。"
"2957","松高路11號18樓","","台北市信義區","獵才服務、人力派遣與顧問諮詢","CC- [知名外商醫療器材] Account Executive, Renal (北區)","國內業務人員@醫藥業務代表@類目","https://www.adecco.com.tw","藝珂人事顧問股份有限公司","1. Effective communication, negotiation and presentation skills
2. Ability to analyze and interpret data for effective sales strategies
3. Strong problem solving skills
4. Good organization and time management skills
5. Ability to demonstrate good team work","中高階經理人獵才 Professional Staffing
專業正式人才招募 Permanent Placement
海外專業人才招募　Overseas Search
人才派遣服務 Temporary & Contract staffing Dispatching
人才委外服務Payroll Handling
職務外包服務 Functional staffing Outsourcing 
薪資外包服務Payroll Administration Outsourcing 
招募專案 Recruitment Project
藝珂派駐服務HR Onsite
Recruitment Process Outsourcing (RPO)
Managed Service Program (MSP)","Adecco藝珂是全球最大的國際性人力資源服務公司，藝珂能根據企業的需求，提供最好的專業人才招募及人才派遣等相關人力資源服務，協助企業跨越文化、地域及語言上的限制，招募到最適職及可信任的人才。 

藝珂總部設於瑞士，為《財富》（Fortune）排名全球前500大公司，目前已有5,500多家分公司遍佈於超過世界60個主要國家及地區市場，全職員工將近33,000名，每天更有約700,000名的約聘派遣人員為各公司提供服務，而在紐約、巴黎和蘇黎士，藝珂均為公開上市公司。 

藝珂台灣分公司則成立於1989年，除了為台灣企業提供人才搜尋的服務外，更為企業的人力資源管理提供一個全方位的服務規劃，並根據專業範疇劃分全新的全球服務領域，得以專注並善加利用產業洞察力、提供作法和全新創舉。 

多年來的努力，如今藝珂不僅是台灣最大的人事顧問公司，在台北、新竹、台中、南科、高雄皆有服務據點，深受國內外企業的好評與信賴。其服務市場亦遍及大中華地區與當地分公司密集合作，以最密集的服務網及最完整的服務內容，提供各類產業及大、中、小型企業更多元的人才資源服務，協助企業經營領域的擴展，同時讓求職者有更彈性多元和跨地域的求職空間。 

Adecco藝珂根據專業範疇劃分新的六大專業領域，藉由深耕產業知識與人脈，在系統化、專門化的服務之下，進而提升服務能力、滿足客戶需要並嘉惠夥伴。許多求職者面對多變職場的壓力與刺激，採取組合式生涯，藝珂可隨時提供豐富資源和資訊，讓求職者隨時找到最適當的工作。 

Adecco Professional Support 六大專業領域 
行政管理 (Office)
業務及行銷 (Sales & Marketing)
財務及金融 (Finance & Banking)
工程及科技 (Engineering & Technical) 
資訊科技 (Information Technology)
人力資源相關服務 (Human Capital Solutions)

藝珂據點 
台北總公司 02-5552-6168
內湖分公司 02-8752-5280
新竹分公司 03-620-1558
台中分公司 04-2301-0781
南科分公司 06-510-6999
高雄分公司 07-226-2060          
欲知更多藝珂訊息，請至藝珂官網 www.adecco.com.tw"
"346","忠明南路760號23樓","","台中市南區","網際網路， 資訊顧問，系統整合","進駐日本程式設計師","MIS程式設計師@軟體設計工程師@Internet程式設計師","http://www.troytech.net","特洛伊國際科技股份有限公司","","IBM 電子商務應用發展、協助各國 IBM 前一百大企業客戶進行軟體開發及顧問諮詢服務。
– TroyTech On-Demand Professional Services (TOPS)
– Total Solution Integration of IBM WebSphere, Rational, DB2, Tivoli and Lotus
– Regain control over IBM z & i Legacy Systems and Modernisation into SOA J2EE
applications
– Financial Service solution using best of breeds IBM SOA and TroyTech Product and
Professional Services
– Rapid Application Web-Enablement using IBM HATS for zSeries & iSeries customers
– Improve application availability and performance by providing deep-dive real-time
problem detection, analysis and repair by IBM ITCAM
– Value-added packaged software solutions
– Support and training for packaged software solutions
– Turnkey projects and project management
– Technical outsourcing services
– Client-specific technical training and mentoring
– Value-added software reseller
– SOA/BPM and Web services implementation and consulting","一、特洛伊國際科技股份有限公司是一個新加坡及日本國際性的科技顧問公司，並為 IBM PartnerWorld 及 WebSphere, Rational 認證的公司。目前公司總部設在新加坡，放眼亞太區各項新型技術，如 SOA, J2EE, Mobile...

二、提供各種電子商務、軟體開發、資料庫、主從架構及大型主機，AS/400應用系統轉換等新技術解決方案之顧問諮詢、教育訓練及技術服務。

三、目前已提供顧問諮詢、教育訓練及技術服務於世界各國，如新加坡、泰國、中國、馬來西亞、澳洲、韓國、墨西哥、巴西、阿根廷等。

四、正式成為新加坡，台灣IBM/Oracle之合作廠商,highly acclaimed by IBM and clients,

五、整合國內外各相關科技廠商，運用多元化新電腦技術，共同提供最佳客戶整體解決方案。"
"347","忠明南路760號23樓","","台中市南區","網際網路， 資訊顧問，系統整合","進駐日本程式設計師Team Leader","MIS程式設計師@軟體設計工程師@Internet程式設計師","http://www.troytech.net","特洛伊國際科技股份有限公司","","IBM 電子商務應用發展、協助各國 IBM 前一百大企業客戶進行軟體開發及顧問諮詢服務。
– TroyTech On-Demand Professional Services (TOPS)
– Total Solution Integration of IBM WebSphere, Rational, DB2, Tivoli and Lotus
– Regain control over IBM z & i Legacy Systems and Modernisation into SOA J2EE
applications
– Financial Service solution using best of breeds IBM SOA and TroyTech Product and
Professional Services
– Rapid Application Web-Enablement using IBM HATS for zSeries & iSeries customers
– Improve application availability and performance by providing deep-dive real-time
problem detection, analysis and repair by IBM ITCAM
– Value-added packaged software solutions
– Support and training for packaged software solutions
– Turnkey projects and project management
– Technical outsourcing services
– Client-specific technical training and mentoring
– Value-added software reseller
– SOA/BPM and Web services implementation and consulting","一、特洛伊國際科技股份有限公司是一個新加坡及日本國際性的科技顧問公司，並為 IBM PartnerWorld 及 WebSphere, Rational 認證的公司。目前公司總部設在新加坡，放眼亞太區各項新型技術，如 SOA, J2EE, Mobile...

二、提供各種電子商務、軟體開發、資料庫、主從架構及大型主機，AS/400應用系統轉換等新技術解決方案之顧問諮詢、教育訓練及技術服務。

三、目前已提供顧問諮詢、教育訓練及技術服務於世界各國，如新加坡、泰國、中國、馬來西亞、澳洲、韓國、墨西哥、巴西、阿根廷等。

四、正式成為新加坡，台灣IBM/Oracle之合作廠商,highly acclaimed by IBM and clients,

五、整合國內外各相關科技廠商，運用多元化新電腦技術，共同提供最佳客戶整體解決方案。"
