,ADDRESS,ADDR_INDZONE,ADDR_NO_DESCRIPT,INDCAT,JOB,JOBCAT_DESCRIPT,LINK,NAME,OTHERS,PRODUCT,PROFILE
1825,大墩十街300號8樓之2,,台中市南屯區,其它軟體及網路相關業,資深程式設計師,軟體設計工程師@Internet程式設計師@類目,http://www.chungyo.net/,凡谷興業有限公司,"一、熟C++
二、有以下任一開發或移植經驗
    *ARM NEON/intel SSE&AVX
   *windows DirectShow Driver&Virtual Driver
   *X264, FFMPEG
   *iOS/Android with JNI
   *Linux PHP module
   *OpenCV/CUDA/OpenCL
   *Hadoop/Couchbase
   *LLVM
   *cryptography
三、使用語言以C、C++為主，但依任務需求，支援各平台開發，可能使用到 
    ActionScript,C#,Objective C,Java
四、有Linux Kernel/Firewall或滲透測試等資安開發維護經驗者佳
五、科系：資工、資科、數學、物理相關科系
    或兩年以上相關實務經驗(須有作品或文件供審核)","遊戲製作
專業2D及3D視覺特效團隊，打造結合中西文化的精緻線上遊戲產品，產品設計風格廣受歐美及亞洲市場歡迎。搭配特殊節日及時事熱潮定期推出新款主題遊戲產品，在多年的技術發展之下，產品線的深度、廣度皆具備一定規模的穩定成長。
站在玩家的角度發想線上遊戲產品設計，人性化操作介面搭配話題性遊戲主題兼具娛樂與功能。

技術支援
1.用戶管理系統
使用前台管理後台無縫接軌的整合管理系統，操作簡單只要Single click即可匯出指定報表及會員資訊。讓複雜的管理化繁為簡，降低人事及時間成本，提升管理效率。

2.跨系統平台支援
因應行動裝置的普及化，跨系統平台支援成為整合系統及線上遊戲產品設計的主要考量。從2009年開始，中佑集團的技術團隊領先同業研發支援iOS及Android系統的遊戲平台應用程式，成功將遊戲平台拓展至行動裝置領域。

品牌建構
先進的產品技術是建構品牌的基石，提供客製化調整線上遊戲產品以利客戶打造屬於自己的線上遊戲平台王國，強大的技術團隊是客戶品牌建立的後盾。","凡谷興業成立於2005年，為中佑集團之關係企業，憑藉專業的遊戲研發及設計團隊為後盾，致力於開發線上遊戲軟體系統。

中佑集團成立於1999年，為國內具代表地位的遊戲軟體系統開發商，14年來穩健的經營成功將產品行銷至亞洲各地，逐步建構亞洲最大網路娛樂事業體。
提供卓越的遊戲軟體方案及人性化的科技服務，開闢新的市場領土提高市佔率，創造最佳價值是中佑集團努力的目標。我們供應亞洲地區超過 300個遊戲平台(業者) ，並持續進行市場資訊的蒐集與研究，拓展業務與開發全新的服務領域，傾力於加強研究發展技術以及新產品的開發合作，追求產品多元化與專業多角化的經營，向國際企業集團邁進。因此，我們每一項產品和軟體設計理念，都要求介面簡潔與執行效率，因此能大大滿足玩家與客戶的娛樂需求，我們不斷的為目標市場創造機會和話題，也成功將分佈在東亞和東南亞地區的夥伴經營者，推入中國、日本、韓國及馬來西亞地區市場。

中佑集團一直是市場上最值得信賴的遊戲軟體系統開發商，我們的目標是保持亞洲第一的遊戲市佔率，同時與我們的商業夥伴們將多元網路娛樂的業務推廣至全 世界，創造雙贏的局面。"
2282,忠孝西路一段66號24樓,,台北市中正區,醫藥醫材生化科技業,Medical Advisor,醫師@類目@類目,http://www.gsk.tw/,荷商葛蘭素史克藥廠股份有限公司台灣分公司,"-At least 2 years clinical experience working in hospital or healthcare practice
-Understanding of infectious disease or HIV related care practice
-Good communication skill
-Ability to do impactful presentations and translate scientific data into clini","西藥處
醫師處方用藥 : 
1. 抗病毒 
2. 抗感染 
3. 中樞神經系統
4. 呼吸系統 
5. AIDS
6. 消化道系統 
7. 疫苗

消費保健事業部
1. 保健用品
2. 口腔清潔","葛蘭素史克藥廠（GlaxoSmithKline，簡稱 GSK）為全球第二大跨國藥廠，2008年全球營業額約450億美金，市佔率將近6%。葛蘭素史克藥廠的使命是致力於研發、製造和提供大眾改善健康所需藥品，協助人們做得更多、生活得更美好，而且更長壽。

葛蘭素史克擁有全球製藥業中最大的研究開發體系之一，每年的研發預算超過32億英鎊(約63億美元)。葛蘭素史克在過去50年間積極發展疫苗事業，總部設在比利時，約有1600名科學家致力於新型疫苗的研究和臨床發展，截至目前為止，已經發展出30餘種疫苗。近年，又研發出輪狀病毒疫苗、子宮頸癌疫苗、H5N1新型流感疫苗等。目前全球約有1/4的疫苗由葛蘭素史克供應。

台灣分公司在台成立已二十年餘，目前員工約三百六十名，由台北辦公室運籌帷幄全台業務。葛蘭素史克在台灣的業務領域由西藥、疫苗和消費保健三大事業所組成。在台灣2008年營業額超過新台幣55億，其中西藥品營業額約50億，市佔率達4.7 %，主要業績來自疫苗以及抗病毒、抗感染、中樞神經系統、呼吸系統、糖尿病與消化道系統等六大主要醫療領域的藥物；消費保健事業部提供多項保健品、口腔清潔及成藥產品，2008年業績排行第一名，普拿疼系列、舒酸錠、家護牙膏牙刷系列為主要產品。

葛蘭素史克積極與台灣產官學界合作,爭取大型臨床研究在台執行,以培訓本地人才,讓本地的臨床研究水準與國際接軌,同時並積極響應政府倡導重點發展科技--生技發展,期與政府透過多項合作計劃,引進更多國際先進的技術及科技,促使台灣更加迅速達到國際化與全球化。

作為生命健康產業的一環，葛蘭素史克關懷台灣社會以及民眾健康,經常與醫療專業團體合作推廣無數民眾衛教活動、捐贈國內外義診團藥品以協助貧困病患，並於南亞海嘯、921地震以及SARS等天災來襲時，捐贈物資、藥品與現金到有需要的地方，發揮人溺己溺的精神，共為美好健康台灣而努力。
Helping people do more, feel better, and live longer"
2501,光復北路11巷35號9樓,,台北市松山區,鞋類／布類／服飾品零售業,Kering 約聘財務分析專員,財務分析／財務人員@類目@類目,www.kering.com,香港商開雲亞太股份有限公司台灣分公司,"1. With 2 years work experience in accounting field, retail experience is a plus. 

2. Have 2+ year related experience in accounting supervisory or financial analysis, knowledge of consolidations, and experience with financial reporting system
 
3. Strong analytical skill with numbers and detail oriented 

4. Strong communication, coordination and interpersonal skills 

5. Ability to work under pressure and tight deadline","Kering致力於發展單一業務，在快速增長的奢侈品與運動及生活市場內，設計，製造及推銷我們的產品：
　
集團之精品品牌包含：亞歷山大．麥昆（Alexander McQueen）、古馳 (Gucci)、柏蒂．溫妮達（Bottega Veneta）、聖羅蘭(Saint Laurent)、巴黎世家 (Balenciaga)、布里奧尼 (Brioni)、Christopher．Kane、絲黛拉．麥卡尼（Stella McCartney）、塞喬羅希（Sergio Rossi）、寶詩龍（Boucheron）、芝柏 (Girard- Perregaux)、尚維沙 (JeanRichard)及Qeelin等。
　
運動及生活方式品牌包含：彪馬 (Puma)、Cobra、Electric及Tretorn等。","開雲（Kering）集團是服裝與配飾領域之世界潮流領先企業之一。我們致力於發展單一業務，在快速增長的奢侈品與運動及生活市場內，設計，製造及推銷我們的產品：
　
集團之精品品牌包含：亞歷山大．麥昆（Alexander McQueen）、古馳 (Gucci)、柏蒂．溫妮達（Bottega Veneta）、聖羅蘭(Saint Laurent)、巴黎世家 (Balenciaga)、布里奧尼 (Brioni)、Christopher．Kane、絲黛拉．麥卡尼（Stella McCartney）、塞喬羅希（Sergio Rossi）、寶詩龍（Boucheron）、芝柏 (Girard- Perregaux)、尚維沙 (JeanRichard)及Qeelin等。
　
運動及生活方式品牌包含：彪馬 (Puma)、Cobra、Electric及Tretorn等。
　
集團內所有的品牌優勢互補，擁有優質的發展與成長潛力。他們不僅廣受全球消費者認可，其獨特的品牌價值，更是深耕於全球服飾與配飾領域。
　
在開雲集團，成功並不僅彰顯於數字上，還在於我們對周圍的世界<U+7523>生的積極影響。
集團名稱Kering之詞根來自布列塔尼語“Ker”（家園）一詞，表達了我們在業務上的態度和方法。開雲集團正是以創業和創新精神庇護和培育我們品牌和團隊的家園。
集團名稱與”care”（關懷）相近，展現集團之精神，相信永續發展的企業才是睿智的企業，並在為集團創造價值的同時，也<U+7232>創造更美好的世界添磚加瓦。"
2781,福和路389號5樓,,新北市永和區,顧問服務業,English Patent Engineers,商標／專利人員@類目@類目,http://www.naipo.com,北美智權股份有限公司,"1.Native Speaker
2.Engineering degree required
Bachelor degree in Electrical Engineering (E.E.) with at least two years working experience in E.E. related fields, or master degree in E.E. field.
No legal or patent related background required (we provide all the required trainings).
Strong logic analysis capability.
Good English conversation skill.
Good English technical writing/editing skills.
Chinese reading or speaking ability is preferred.",北美智權的客戶是以設有研發部門的公司為主，在電子電路、邏輯電路、電腦系統、電腦應用系統及週邊裝置、通信系統/網路、軟/韌體技術、機械結構、圖形/影像處理、半導體材料/製程、磁膜材料/製程、IC封裝技術、化工、醫學工程、生物技術…等領域 － 高科技專利的撰寫與申請、專利性分析、專利侵害鑑定、專利迴避與破解、專利侵權及授權談判、研發工程師及專利工程師之教育訓練，以及各類的專利管理、專利行政與自動化服務。北美智權現有的客戶均為國際性電子、資訊或半導體廠商，以及世界各地的專利事務所，業務範圍涵蓋台灣、日本、美國、大陸、韓國、歐盟、東南亞等區域。,"北美智權在專利界經營多年，現在已經是專利服務業中的領先廠商，現有客戶大多都是國內和國際的科技大廠。我們除了擁有一群技術能力優異而且訓練良好的專利工程服務團隊外，在專利行政服務、案流管理服務、客戶需求管理服務、教育訓練服務與專利資訊服務等領域也著墨甚深。在美國電子化專利送件服務的業務上，北美智權的案件控管系統已經和美國專利局的電子申請系統(EFS-WEB)充分結合，據美國專利局的反映，我們目前可能已經是美國專利局最大的電子送件服務廠商。

北美智權並不是一個傳統的專利事務所，相較於傳統事務所多半以人力操作為主的作業模式，多年來我們一直朝向專業分工、流程合理化與自動化、客戶關係管理、人力資源管理、知識管理等目標為員工提供一個更專業、更具有挑戰性的高效率工作環境，同時也為客戶提供更多專業而又有效率的服務產品。目前我們已經建立了一個強大而又有效率的軟體發展部門以及專業管理團隊，而我們所自行發展的專利流程控管系統也是業界最先進的，即使是美國知名的大型專利法律事務所也少有像我們這樣自行研發而功能強大的控管系統。

為了使我們的服務能夠更先進，並且能夠隨著網際網路而接觸到世界各地的專利客戶，我們希望各界優秀的人才能夠加入我們的行列。在我們的前面並沒有太多可以學習的榜樣，因此在很多領域我們都必須要靠自己努力的摸索和嚐試，才能夠達到我們的目標。專業能力、自信心與膽識，以及快速吸收和運用專業知識的能力是成功的必要保證，我們期望並且歡迎對自己有信心、對未來有期許的優秀人才來加入我們的行列，和我們一起成長與茁壯，並且分享成功的果實。"
2838,後港街116號4樓,,台北市士林區,國際貿易/食品飲料批發/餐飲管理顧問,總經理室特助(CoCo都可),主管特別助理@經營管理主管@類目,http://www.coco-tea.com,CoCo都可_薩摩亞商億鼎國際商貿股份有限公司台灣分公司,"1.- Logical thinking and financial analysis 
- Ability to work as a team member that fosters a team approach 
2.- Ability to exercise independent judgment and make sound decisions.
- Human relations skills
- Willingness to travel for business
3.- Worked in multinational corporation
4.- English proficiency and executive assistance experience at least for 3 years. 
5.- English CV and autobiography required","專門提供「CoCo都可」總部旗下品牌各區域分公司之策略規劃與執行管理方案研擬，如：
展店營運管理運籌、
國際營業制度建立、
財務分析報表管控、
品牌行銷發展策略、
教育訓練設計辦理、
產品研發採樣實驗、
全球各類產品採購、
海外物流倉儲管理…等顧問型作業。","全球第一的CoCo都可，也讓您成為全球第一專業經理人！本公司隸屬於全球最大茶飲品牌─CoCo都可，有鑑於CoCo都可近20年的經營碁石，已佈局全球各大城市的事業版圖，從台灣、中國各級城市，擴及香港、泰國、印尼、菲律賓、馬來西亞、新加坡、南非、韓國、加拿大及美國東西岸…等，至2014年目前為止，在全球已超過1800家門市，成功穩踏於中國大陸、東北亞、東南亞、非洲、美加等區域，亦有更多拓展國際市場的計畫正快速展開。因此，近年來由總部成立的專業管理幕僚團隊，藉由有效的全球網絡及知識經驗的傳承，提供最完善之專業服務。

CoCo都可全球總部以「CoCo都可」品牌發展之知識與實務經驗為根基，對內統籌管理旗下品牌之展店營運、制度建立、品牌策略、教育訓練…等顧問管理作業；對外則擔任各海外事業體之管理平台，連線掌管全球事業體營運狀況、採購物流…等。目前已集合由各產業加入之專業優秀管理團隊，其中不乏來自知名外商企業、民生消費產業及具有國際觀及歐美名校研究所學位的專業管理人才。隨著公司版圖不斷開拓，我們正需要大量優秀人才加入總公司及派駐各海外分公司中高階主管行列。

優秀的企業員工將是贏得未來這場戰役的關鍵，秉持積極培育人才的精神，本公司以優厚超過百萬年薪的待遇、完善福利制度、派駐海外各大城市機會和充滿願景的未來，吸引想在事業上創造高峰的您。此外，我們替所有優秀員工安排不同職能職位的完善培訓計畫，除了能在全球一展長才更可不斷提升自我視野與能力！歡迎與我們一起引領潮流，為CoCo都可集團的成長打下卓越鞏固的基礎。"
2957,松高路11號18樓,,台北市信義區,獵才服務、人力派遣與顧問諮詢,"CC- [知名外商醫療器材] Account Executive, Renal (北區)",國內業務人員@醫藥業務代表@類目,https://www.adecco.com.tw,藝珂人事顧問股份有限公司,"1. Effective communication, negotiation and presentation skills
2. Ability to analyze and interpret data for effective sales strategies
3. Strong problem solving skills
4. Good organization and time management skills
5. Ability to demonstrate good team work","中高階經理人獵才 Professional Staffing
專業正式人才招募 Permanent Placement
海外專業人才招募　Overseas Search
人才派遣服務 Temporary & Contract staffing Dispatching
人才委外服務Payroll Handling
職務外包服務 Functional staffing Outsourcing 
薪資外包服務Payroll Administration Outsourcing 
招募專案 Recruitment Project
藝珂派駐服務HR Onsite
Recruitment Process Outsourcing (RPO)
Managed Service Program (MSP)","Adecco藝珂是全球最大的國際性人力資源服務公司，藝珂能根據企業的需求，提供最好的專業人才招募及人才派遣等相關人力資源服務，協助企業跨越文化、地域及語言上的限制，招募到最適職及可信任的人才。 

藝珂總部設於瑞士，為《財富》（Fortune）排名全球前500大公司，目前已有5,500多家分公司遍佈於超過世界60個主要國家及地區市場，全職員工將近33,000名，每天更有約700,000名的約聘派遣人員為各公司提供服務，而在紐約、巴黎和蘇黎士，藝珂均為公開上市公司。 

藝珂台灣分公司則成立於1989年，除了為台灣企業提供人才搜尋的服務外，更為企業的人力資源管理提供一個全方位的服務規劃，並根據專業範疇劃分全新的全球服務領域，得以專注並善加利用產業洞察力、提供作法和全新創舉。 

多年來的努力，如今藝珂不僅是台灣最大的人事顧問公司，在台北、新竹、台中、南科、高雄皆有服務據點，深受國內外企業的好評與信賴。其服務市場亦遍及大中華地區與當地分公司密集合作，以最密集的服務網及最完整的服務內容，提供各類產業及大、中、小型企業更多元的人才資源服務，協助企業經營領域的擴展，同時讓求職者有更彈性多元和跨地域的求職空間。 

Adecco藝珂根據專業範疇劃分新的六大專業領域，藉由深耕產業知識與人脈，在系統化、專門化的服務之下，進而提升服務能力、滿足客戶需要並嘉惠夥伴。許多求職者面對多變職場的壓力與刺激，採取組合式生涯，藝珂可隨時提供豐富資源和資訊，讓求職者隨時找到最適當的工作。 

Adecco Professional Support 六大專業領域 
行政管理 (Office)
業務及行銷 (Sales & Marketing)
財務及金融 (Finance & Banking)
工程及科技 (Engineering & Technical) 
資訊科技 (Information Technology)
人力資源相關服務 (Human Capital Solutions)

藝珂據點 
台北總公司 02-5552-6168
內湖分公司 02-8752-5280
新竹分公司 03-620-1558
台中分公司 04-2301-0781
南科分公司 06-510-6999
高雄分公司 07-226-2060          
欲知更多藝珂訊息，請至藝珂官網 www.adecco.com.tw"
346,忠明南路760號23樓,,台中市南區,網際網路， 資訊顧問，系統整合,進駐日本程式設計師,MIS程式設計師@軟體設計工程師@Internet程式設計師,http://www.troytech.net,特洛伊國際科技股份有限公司,,"IBM 電子商務應用發展、協助各國 IBM 前一百大企業客戶進行軟體開發及顧問諮詢服務。
– TroyTech On-Demand Professional Services (TOPS)
– Total Solution Integration of IBM WebSphere, Rational, DB2, Tivoli and Lotus
– Regain control over IBM z & i Legacy Systems and Modernisation into SOA J2EE
applications
– Financial Service solution using best of breeds IBM SOA and TroyTech Product and
Professional Services
– Rapid Application Web-Enablement using IBM HATS for zSeries & iSeries customers
– Improve application availability and performance by providing deep-dive real-time
problem detection, analysis and repair by IBM ITCAM
– Value-added packaged software solutions
– Support and training for packaged software solutions
– Turnkey projects and project management
– Technical outsourcing services
– Client-specific technical training and mentoring
– Value-added software reseller
– SOA/BPM and Web services implementation and consulting","一、特洛伊國際科技股份有限公司是一個新加坡及日本國際性的科技顧問公司，並為 IBM PartnerWorld 及 WebSphere, Rational 認證的公司。目前公司總部設在新加坡，放眼亞太區各項新型技術，如 SOA, J2EE, Mobile...

二、提供各種電子商務、軟體開發、資料庫、主從架構及大型主機，AS/400應用系統轉換等新技術解決方案之顧問諮詢、教育訓練及技術服務。

三、目前已提供顧問諮詢、教育訓練及技術服務於世界各國，如新加坡、泰國、中國、馬來西亞、澳洲、韓國、墨西哥、巴西、阿根廷等。

四、正式成為新加坡，台灣IBM/Oracle之合作廠商,highly acclaimed by IBM and clients,

五、整合國內外各相關科技廠商，運用多元化新電腦技術，共同提供最佳客戶整體解決方案。"
347,忠明南路760號23樓,,台中市南區,網際網路， 資訊顧問，系統整合,進駐日本程式設計師Team Leader,MIS程式設計師@軟體設計工程師@Internet程式設計師,http://www.troytech.net,特洛伊國際科技股份有限公司,,"IBM 電子商務應用發展、協助各國 IBM 前一百大企業客戶進行軟體開發及顧問諮詢服務。
– TroyTech On-Demand Professional Services (TOPS)
– Total Solution Integration of IBM WebSphere, Rational, DB2, Tivoli and Lotus
– Regain control over IBM z & i Legacy Systems and Modernisation into SOA J2EE
applications
– Financial Service solution using best of breeds IBM SOA and TroyTech Product and
Professional Services
– Rapid Application Web-Enablement using IBM HATS for zSeries & iSeries customers
– Improve application availability and performance by providing deep-dive real-time
problem detection, analysis and repair by IBM ITCAM
– Value-added packaged software solutions
– Support and training for packaged software solutions
– Turnkey projects and project management
– Technical outsourcing services
– Client-specific technical training and mentoring
– Value-added software reseller
– SOA/BPM and Web services implementation and consulting","一、特洛伊國際科技股份有限公司是一個新加坡及日本國際性的科技顧問公司，並為 IBM PartnerWorld 及 WebSphere, Rational 認證的公司。目前公司總部設在新加坡，放眼亞太區各項新型技術，如 SOA, J2EE, Mobile...

二、提供各種電子商務、軟體開發、資料庫、主從架構及大型主機，AS/400應用系統轉換等新技術解決方案之顧問諮詢、教育訓練及技術服務。

三、目前已提供顧問諮詢、教育訓練及技術服務於世界各國，如新加坡、泰國、中國、馬來西亞、澳洲、韓國、墨西哥、巴西、阿根廷等。

四、正式成為新加坡，台灣IBM/Oracle之合作廠商,highly acclaimed by IBM and clients,

五、整合國內外各相關科技廠商，運用多元化新電腦技術，共同提供最佳客戶整體解決方案。"
348,忠明南路760號23樓,,台中市南區,網際網路， 資訊顧問，系統整合,Software Developer (Singapore),軟體設計工程師@Internet程式設計師@MIS程式設計師,http://www.troytech.net,特洛伊國際科技股份有限公司,獲選軟體開發工程師，有機會外派至新加坡或日本分公司1-2年，待遇優渥!,"IBM 電子商務應用發展、協助各國 IBM 前一百大企業客戶進行軟體開發及顧問諮詢服務。
– TroyTech On-Demand Professional Services (TOPS)
– Total Solution Integration of IBM WebSphere, Rational, DB2, Tivoli and Lotus
– Regain control over IBM z & i Legacy Systems and Modernisation into SOA J2EE
applications
– Financial Service solution using best of breeds IBM SOA and TroyTech Product and
Professional Services
– Rapid Application Web-Enablement using IBM HATS for zSeries & iSeries customers
– Improve application availability and performance by providing deep-dive real-time
problem detection, analysis and repair by IBM ITCAM
– Value-added packaged software solutions
– Support and training for packaged software solutions
– Turnkey projects and project management
– Technical outsourcing services
– Client-specific technical training and mentoring
– Value-added software reseller
– SOA/BPM and Web services implementation and consulting","一、特洛伊國際科技股份有限公司是一個新加坡及日本國際性的科技顧問公司，並為 IBM PartnerWorld 及 WebSphere, Rational 認證的公司。目前公司總部設在新加坡，放眼亞太區各項新型技術，如 SOA, J2EE, Mobile...

二、提供各種電子商務、軟體開發、資料庫、主從架構及大型主機，AS/400應用系統轉換等新技術解決方案之顧問諮詢、教育訓練及技術服務。

三、目前已提供顧問諮詢、教育訓練及技術服務於世界各國，如新加坡、泰國、中國、馬來西亞、澳洲、韓國、墨西哥、巴西、阿根廷等。

四、正式成為新加坡，台灣IBM/Oracle之合作廠商,highly acclaimed by IBM and clients,

五、整合國內外各相關科技廠商，運用多元化新電腦技術，共同提供最佳客戶整體解決方案。"
349,忠明南路760號23樓,,台中市南區,網際網路， 資訊顧問，系統整合,Java Web Developer (Singapore/Japan),Internet程式設計師@軟體設計工程師@電腦系統分析師,http://www.troytech.net,特洛伊國際科技股份有限公司,獲選軟體開發工程師，有機會外派至新加坡或日本分公司1-2年，待遇優渥!,"IBM 電子商務應用發展、協助各國 IBM 前一百大企業客戶進行軟體開發及顧問諮詢服務。
– TroyTech On-Demand Professional Services (TOPS)
– Total Solution Integration of IBM WebSphere, Rational, DB2, Tivoli and Lotus
– Regain control over IBM z & i Legacy Systems and Modernisation into SOA J2EE
applications
– Financial Service solution using best of breeds IBM SOA and TroyTech Product and
Professional Services
– Rapid Application Web-Enablement using IBM HATS for zSeries & iSeries customers
– Improve application availability and performance by providing deep-dive real-time
problem detection, analysis and repair by IBM ITCAM
– Value-added packaged software solutions
– Support and training for packaged software solutions
– Turnkey projects and project management
– Technical outsourcing services
– Client-specific technical training and mentoring
– Value-added software reseller
– SOA/BPM and Web services implementation and consulting","一、特洛伊國際科技股份有限公司是一個新加坡及日本國際性的科技顧問公司，並為 IBM PartnerWorld 及 WebSphere, Rational 認證的公司。目前公司總部設在新加坡，放眼亞太區各項新型技術，如 SOA, J2EE, Mobile...

二、提供各種電子商務、軟體開發、資料庫、主從架構及大型主機，AS/400應用系統轉換等新技術解決方案之顧問諮詢、教育訓練及技術服務。

三、目前已提供顧問諮詢、教育訓練及技術服務於世界各國，如新加坡、泰國、中國、馬來西亞、澳洲、韓國、墨西哥、巴西、阿根廷等。

四、正式成為新加坡，台灣IBM/Oracle之合作廠商,highly acclaimed by IBM and clients,

五、整合國內外各相關科技廠商，運用多元化新電腦技術，共同提供最佳客戶整體解決方案。"
350,忠明南路760號23樓,,台中市南區,網際網路， 資訊顧問，系統整合,進駐日本: 中日語翻譯,日文翻譯／口譯人員@技術文件／說明書編譯@類目,http://www.troytech.net,特洛伊國際科技股份有限公司,,"IBM 電子商務應用發展、協助各國 IBM 前一百大企業客戶進行軟體開發及顧問諮詢服務。
– TroyTech On-Demand Professional Services (TOPS)
– Total Solution Integration of IBM WebSphere, Rational, DB2, Tivoli and Lotus
– Regain control over IBM z & i Legacy Systems and Modernisation into SOA J2EE
applications
– Financial Service solution using best of breeds IBM SOA and TroyTech Product and
Professional Services
– Rapid Application Web-Enablement using IBM HATS for zSeries & iSeries customers
– Improve application availability and performance by providing deep-dive real-time
problem detection, analysis and repair by IBM ITCAM
– Value-added packaged software solutions
– Support and training for packaged software solutions
– Turnkey projects and project management
– Technical outsourcing services
– Client-specific technical training and mentoring
– Value-added software reseller
– SOA/BPM and Web services implementation and consulting","一、特洛伊國際科技股份有限公司是一個新加坡及日本國際性的科技顧問公司，並為 IBM PartnerWorld 及 WebSphere, Rational 認證的公司。目前公司總部設在新加坡，放眼亞太區各項新型技術，如 SOA, J2EE, Mobile...

二、提供各種電子商務、軟體開發、資料庫、主從架構及大型主機，AS/400應用系統轉換等新技術解決方案之顧問諮詢、教育訓練及技術服務。

三、目前已提供顧問諮詢、教育訓練及技術服務於世界各國，如新加坡、泰國、中國、馬來西亞、澳洲、韓國、墨西哥、巴西、阿根廷等。

四、正式成為新加坡，台灣IBM/Oracle之合作廠商,highly acclaimed by IBM and clients,

五、整合國內外各相關科技廠商，運用多元化新電腦技術，共同提供最佳客戶整體解決方案。"
351,忠明南路760號23樓,,台中市南區,網際網路， 資訊顧問，系統整合,Mobile Developer (Singapore),軟體設計工程師@Internet程式設計師@MIS程式設計師,http://www.troytech.net,特洛伊國際科技股份有限公司,,"IBM 電子商務應用發展、協助各國 IBM 前一百大企業客戶進行軟體開發及顧問諮詢服務。
– TroyTech On-Demand Professional Services (TOPS)
– Total Solution Integration of IBM WebSphere, Rational, DB2, Tivoli and Lotus
– Regain control over IBM z & i Legacy Systems and Modernisation into SOA J2EE
applications
– Financial Service solution using best of breeds IBM SOA and TroyTech Product and
Professional Services
– Rapid Application Web-Enablement using IBM HATS for zSeries & iSeries customers
– Improve application availability and performance by providing deep-dive real-time
problem detection, analysis and repair by IBM ITCAM
– Value-added packaged software solutions
– Support and training for packaged software solutions
– Turnkey projects and project management
– Technical outsourcing services
– Client-specific technical training and mentoring
– Value-added software reseller
– SOA/BPM and Web services implementation and consulting","一、特洛伊國際科技股份有限公司是一個新加坡及日本國際性的科技顧問公司，並為 IBM PartnerWorld 及 WebSphere, Rational 認證的公司。目前公司總部設在新加坡，放眼亞太區各項新型技術，如 SOA, J2EE, Mobile...

二、提供各種電子商務、軟體開發、資料庫、主從架構及大型主機，AS/400應用系統轉換等新技術解決方案之顧問諮詢、教育訓練及技術服務。

三、目前已提供顧問諮詢、教育訓練及技術服務於世界各國，如新加坡、泰國、中國、馬來西亞、澳洲、韓國、墨西哥、巴西、阿根廷等。

四、正式成為新加坡，台灣IBM/Oracle之合作廠商,highly acclaimed by IBM and clients,

五、整合國內外各相關科技廠商，運用多元化新電腦技術，共同提供最佳客戶整體解決方案。"
352,忠明南路760號23樓,,台中市南區,網際網路， 資訊顧問，系統整合,網路工程師 - 進駐日本,網路管理工程師@類目@類目,http://www.troytech.net,特洛伊國際科技股份有限公司,,"IBM 電子商務應用發展、協助各國 IBM 前一百大企業客戶進行軟體開發及顧問諮詢服務。
– TroyTech On-Demand Professional Services (TOPS)
– Total Solution Integration of IBM WebSphere, Rational, DB2, Tivoli and Lotus
– Regain control over IBM z & i Legacy Systems and Modernisation into SOA J2EE
applications
– Financial Service solution using best of breeds IBM SOA and TroyTech Product and
Professional Services
– Rapid Application Web-Enablement using IBM HATS for zSeries & iSeries customers
– Improve application availability and performance by providing deep-dive real-time
problem detection, analysis and repair by IBM ITCAM
– Value-added packaged software solutions
– Support and training for packaged software solutions
– Turnkey projects and project management
– Technical outsourcing services
– Client-specific technical training and mentoring
– Value-added software reseller
– SOA/BPM and Web services implementation and consulting","一、特洛伊國際科技股份有限公司是一個新加坡及日本國際性的科技顧問公司，並為 IBM PartnerWorld 及 WebSphere, Rational 認證的公司。目前公司總部設在新加坡，放眼亞太區各項新型技術，如 SOA, J2EE, Mobile...

二、提供各種電子商務、軟體開發、資料庫、主從架構及大型主機，AS/400應用系統轉換等新技術解決方案之顧問諮詢、教育訓練及技術服務。

三、目前已提供顧問諮詢、教育訓練及技術服務於世界各國，如新加坡、泰國、中國、馬來西亞、澳洲、韓國、墨西哥、巴西、阿根廷等。

四、正式成為新加坡，台灣IBM/Oracle之合作廠商,highly acclaimed by IBM and clients,

五、整合國內外各相關科技廠商，運用多元化新電腦技術，共同提供最佳客戶整體解決方案。"
